,0,1,2,3,4,5,6
S1,-0.12508510651862362,0.5008584352500486,0.021307538817033754,-0.500843677618548,0.3054524658368636,-0.33296220855047903,-0.028936081890660968
S2,-0.014549559921823526,0.41386232656753213,0.10436587844679929,-0.6966006332053328,0.372315686177262,-0.36982719792090185,-0.07942085613690911
S3,0.04739919764274511,0.307331730638728,0.0924595113758462,-0.6108342300985299,0.3142362709626141,-0.3334096988103401,-0.05175041754714705
S5,-0.07556649330128566,0.3822154928285906,-0.02605971319269889,-0.3340448337702587,0.20113629280032733,-0.23955421964402318,-0.028646051603494295
S6,-0.030524922833623968,0.39176277350917654,-0.05348235591586273,-0.4145253819715261,0.2394699204241408,-0.2722409601653378,-0.00044292196110371916
